Country,Year,Month,Name Of The Service Area Having Telephone Connections,"Total Telephone Connections  (UOM:Number), Scaling Factor:1000000"
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Punjab,40.0274
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Rajasthan,64.15097
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Tamil Nadu,83.826747
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Uttar Pradesh (East),102.49994
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Uttar Pradesh (West),65.140662
India,"Calendar Year (Jan - Dec), 2018","August, 2018",West Bengal,58.899028
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Kolkata,27.449773
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Delhi,53.654906
India,"Calendar Year (Jan - Dec), 2018","August, 2018",Mumbai,39.899952
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Andhra Pradesh,87.447489
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Assam,21.533213
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Bihar,86.757474
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Gujarat,71.582535
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Haryana,27.761277
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Himachal Pradesh,10.377745
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Jammu & Kashmir,11.547024
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Karnataka,69.925268
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Kerala,44.974167
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Madhya Pradesh,75.958226
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Maharashtra,96.056771
India,"Calendar Year (Jan - Dec), 2018","July, 2018",North East,11.87567
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Odisha,33.145196
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Punjab,39.884712
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Rajasthan,63.605758
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Tamil Nadu,83.249996
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Uttar Pradesh (East),101.691377
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Uttar Pradesh (West),64.934694
India,"Calendar Year (Jan - Dec), 2018","July, 2018",West Bengal,58.83506
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Kolkata,27.177176
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Delhi,53.153069
India,"Calendar Year (Jan - Dec), 2018","July, 2018",Mumbai,37.964098
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Andhra Pradesh,87.132426
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Assam,21.167817
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Bihar,84.856104
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Gujarat,72.044369
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Haryana,27.41918
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Himachal Pradesh,10.209877
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Jammu & Kashmir,11.163003
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Karnataka,68.878202
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Kerala,44.945671
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Madhya Pradesh,74.595496
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Maharashtra,95.877056
India,"Calendar Year (Jan - Dec), 2018","June, 2018",North East,11.685884
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Odisha,32.21772
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Punjab,39.32284
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Rajasthan,62.591756
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Tamil Nadu,83.511141
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Uttar Pradesh (East),101.752705
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Uttar Pradesh (West),63.893659
India,"Calendar Year (Jan - Dec), 2018","June, 2018",West Bengal,57.665459
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Kolkata,26.888086
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Delhi,52.807164
India,"Calendar Year (Jan - Dec), 2018","June, 2018",Mumbai,38.382354
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Andhra Pradesh,86.041407
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Assam,20.735274
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Bihar,83.006614
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Gujarat,72.021557
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Haryana,26.967918
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Himachal Pradesh,10.038773
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Jammu & Kashmir,10.890338
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Karnataka,67.903992
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Kerala,44.340211
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Madhya Pradesh,73.128238
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Maharashtra,95.142369
India,"Calendar Year (Jan - Dec), 2018","May, 2018",North East,11.461081
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Odisha,31.688695
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Punjab,38.811481
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Rajasthan,61.603897
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Tamil Nadu,82.100944
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Uttar Pradesh (East),100.258186
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Uttar Pradesh (West),64.333647
India,"Calendar Year (Jan - Dec), 2018","May, 2018",West Bengal,56.556782
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Kolkata,26.468509
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Delhi,52.136504
India,"Calendar Year (Jan - Dec), 2018","May, 2018",Mumbai,37.900004
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Andhra Pradesh,87.972697
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Assam,25.946488
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Bihar,89.782944
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Gujarat,73.254343
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Haryana,26.89143
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Himachal Pradesh,9.914485
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Jammu & Kashmir,14.241662
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Karnataka,69.914
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Kerala,44.346323
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Madhya Pradesh,72.568344
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Maharashtra,96.505211
India,"Calendar Year (Jan - Dec), 2018","April, 2018",North East,14.516831
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Odisha,35.151325
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Punjab,39.299898
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Rajasthan,66.706229
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Tamil Nadu,100.432426
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Uttar Pradesh (East),105.889423
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Uttar Pradesh (West),64.638595
India,"Calendar Year (Jan - Dec), 2018","April, 2018",West Bengal,60.26773
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Kolkata,30.322376
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Delhi,58.314198
India,"Calendar Year (Jan - Dec), 2018","April, 2018",Mumbai,39.988041
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Andhra Pradesh,87.241623
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Assam,25.516825
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Bihar,88.930443
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Gujarat,73.195847
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Haryana,23.885096
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Himachal Pradesh,12.578747
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Jammu & Kashmir,13.8398
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Karnataka,69.221205
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Kerala,43.975326
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Madhya Pradesh,71.471417
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Maharashtra,96.334317
India,"Calendar Year (Jan - Dec), 2018","March, 2018",North East,13.974925
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Odisha,34.649966
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Punjab,39.002089
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Rajasthan,65.840348
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Tamil Nadu,98.012845
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Uttar Pradesh (East),104.613364
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Uttar Pradesh (West),63.791171
India,"Calendar Year (Jan - Dec), 2018","March, 2018",West Bengal,59.153123
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Kolkata,29.60631
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Delhi,57.453739
India,"Calendar Year (Jan - Dec), 2018","March, 2018",Mumbai,39.507941
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Andhra Pradesh,86.174891
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Assam,23.14667
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Bihar,86.147165
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Gujarat,72.209785
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Haryana,26.188532
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Himachal Pradesh,9.809258
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Jammu & Kashmir,13.138732
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Karnataka,68.806164
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Kerala,43.33452
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Madhya Pradesh,70.106122
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Maharashtra,95.557346
India,"Calendar Year (Jan - Dec), 2018","February, 2018",North East,13.292796
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Odisha,33.923684
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Punjab,38.524013
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Rajasthan,64.36132
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Tamil Nadu,90.770508
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Uttar Pradesh (East),102.419189
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Uttar Pradesh (West),63.086976
India,"Calendar Year (Jan - Dec), 2018","February, 2018",West Bengal,57.671494
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Kolkata,28.297354
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Delhi,56.413777
India,"Calendar Year (Jan - Dec), 2018","February, 2018",Mumbai,39.17215
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Andhra Pradesh,85.698368
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Assam,22.396766
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Bihar,84.099891
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Gujarat,72.337945
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Haryana,26.013149
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Himachal Pradesh,9.849819
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Jammu & Kashmir,12.675718
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Karnataka,69.521522
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Kerala,43.118937
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Madhya Pradesh,70.214928
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Maharashtra,95.109109
India,"Calendar Year (Jan - Dec), 2018","January, 2018",North East,12.955749
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Odisha,33.319641
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Punjab,38.3462
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Rajasthan,64.992963
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Tamil Nadu,89.290237
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Uttar Pradesh (East),101.332764
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Uttar Pradesh (West),62.762914
India,"Calendar Year (Jan - Dec), 2018","January, 2018",West Bengal,56.632943
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Kolkata,27.901394
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Delhi,56.790291
India,"Calendar Year (Jan - Dec), 2018","January, 2018",Mumbai,39.79537
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Andhra Pradesh,85.842919
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Assam,22.851761
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Bihar,84.667917
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Gujarat,71.890163
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Haryana,25.773117
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Himachal Pradesh,10.734844
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Jammu & Kashmir,13.239305
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Karnataka,69.458631
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Kerala,43.002611
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Madhya Pradesh,74.910219
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Maharashtra,95.15035
India,"Calendar Year (Jan - Dec), 2017","December, 2017",North East,12.991238
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Odisha,34.361054
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Punjab,38.956899
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Rajasthan,66.461953
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Tamil Nadu,89.41005
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Uttar Pradesh (East),101.273772
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Uttar Pradesh (West),62.68174
India,"Calendar Year (Jan - Dec), 2017","December, 2017",West Bengal,58.338459
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Kolkata,30.016966
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Delhi,58.76859
India,"Calendar Year (Jan - Dec), 2017","December, 2017",Mumbai,41.354406
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Andhra Pradesh,85.554275
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Assam,22.628613
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Bihar,84.349504
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Gujarat,71.34114
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Haryana,25.371676
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Himachal Pradesh,11.072818
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Jammu & Kashmir,13.117245
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Karnataka,68.994791
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Kerala,42.803499
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Madhya Pradesh,73.76719
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Maharashtra,94.992139
India,"Calendar Year (Jan - Dec), 2017","November, 2017",North East,12.956932
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Odisha,34.260457
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Punjab,38.916624
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Rajasthan,66.273505
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Tamil Nadu,89.244288
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Uttar Pradesh (East),101.00579
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Uttar Pradesh (West),62.593678
India,"Calendar Year (Jan - Dec), 2017","November, 2017",West Bengal,58.332814
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Kolkata,29.764672
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Delhi,57.958728
India,"Calendar Year (Jan - Dec), 2017","November, 2017",Mumbai,40.924491
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Andhra Pradesh,87.086394
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Assam,22.446787
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Bihar,83.996529
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Gujarat,70.98651
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Haryana,25.804833
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Himachal Pradesh,10.927164
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Jammu & Kashmir,12.942063
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Karnataka,72.36286
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Kerala,43.488968
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Madhya Pradesh,72.676649
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Maharashtra,96.025422
India,"Calendar Year (Jan - Dec), 2017","October, 2017",North East,13.049461
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Odisha,34.205373
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Punjab,38.566472
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Rajasthan,66.377083
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Tamil Nadu,92.963231
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Uttar Pradesh (East),104.70265
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Uttar Pradesh (West),66.644582
India,"Calendar Year (Jan - Dec), 2017","October, 2017",West Bengal,58.669414
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Kolkata,29.867558
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Delhi,57.794281
India,"Calendar Year (Jan - Dec), 2017","October, 2017",Mumbai,40.524089
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Andhra Pradesh,86.860894
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Assam,22.327406
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Bihar,84.905366
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Gujarat,70.368114
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Haryana,25.798807
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Himachal Pradesh,10.900886
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Jammu & Kashmir,12.686189
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Karnataka,72.757302
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Kerala,43.27739
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Madhya Pradesh,72.51698
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Maharashtra,96.419463
India,"Calendar Year (Jan - Dec), 2017","September, 2017",North East,13.081094
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Odisha,34.737232
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Punjab,38.280049
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Rajasthan,67.517468
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Tamil Nadu,93.289868
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Uttar Pradesh (East),106.18216
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Uttar Pradesh (West),66.923266
India,"Calendar Year (Jan - Dec), 2017","September, 2017",West Bengal,59.13941
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Kolkata,30.581131
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Delhi,57.997477
India,"Calendar Year (Jan - Dec), 2017","September, 2017",Mumbai,40.495798
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Andhra Pradesh,86.733089
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Assam,22.21524
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Bihar,85.367612
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Gujarat,73.996134
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Haryana,25.581998
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Himachal Pradesh,10.840067
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Jammu & Kashmir,12.632938
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Karnataka,72.901264
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Kerala,42.817708
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Madhya Pradesh,72.483263
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Maharashtra,96.227611
India,"Calendar Year (Jan - Dec), 2017","August, 2017",North East,13.054511
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Odisha,34.826151
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Punjab,38.078533
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Rajasthan,67.826388
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Tamil Nadu,92.814627
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Uttar Pradesh (East),106.858253
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Uttar Pradesh (West),67.25319
India,"Calendar Year (Jan - Dec), 2017","August, 2017",West Bengal,58.96491
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Kolkata,30.491683
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Delhi,57.892316
India,"Calendar Year (Jan - Dec), 2017","August, 2017",Mumbai,40.100166
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Andhra Pradesh,86.769174
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Assam,22.349285
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Bihar,85.913305
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Gujarat,73.074549
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Haryana,31.826233
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Himachal Pradesh,12.910312
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Jammu & Kashmir,12.406729
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Karnataka,65.850177
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Kerala,46.222239
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Madhya Pradesh,68.517873
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Maharashtra,91.504796
India,"Calendar Year (Jan - Dec), 2017","July, 2017",North East,19.575697
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Odisha,40.862561
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Punjab,38.182972
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Rajasthan,62.738771
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Tamil Nadu,86.99102
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Uttar Pradesh (East),104.36861
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Uttar Pradesh (West),67.477406
India,"Calendar Year (Jan - Dec), 2017","July, 2017",West Bengal,64.357447
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Kolkata,34.37776
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Delhi,56.317495
India,"Calendar Year (Jan - Dec), 2017","July, 2017",Mumbai,38.496831
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Andhra Pradesh,87.346044
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Assam,22.315211
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Bihar,86.322506
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Gujarat,73.621895
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Haryana,26.00058
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Himachal Pradesh,10.795877
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Jammu & Kashmir,12.478392
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Karnataka,71.892853
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Kerala,41.904128
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Madhya Pradesh,71.963206
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Maharashtra,96.941957
India,"Calendar Year (Jan - Dec), 2017","June, 2017",North East,12.958489
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Odisha,35.003724
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Punjab,38.054214
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Rajasthan,68.720143
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Tamil Nadu,92.738418
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Uttar Pradesh (East),106.95256
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Uttar Pradesh (West),67.946838
India,"Calendar Year (Jan - Dec), 2017","June, 2017",West Bengal,59.359888
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Kolkata,30.324298
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Delhi,57.76725
India,"Calendar Year (Jan - Dec), 2017","June, 2017",Mumbai,39.809837
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Andhra Pradesh,87.008505
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Assam,22.278684
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Bihar,86.073761
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Gujarat,73.293488
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Haryana,25.743604
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Himachal Pradesh,10.728972
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Jammu & Kashmir,12.329598
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Karnataka,71.492903
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Kerala,41.644405
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Madhya Pradesh,71.318293
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Maharashtra,96.260464
India,"Calendar Year (Jan - Dec), 2017","May, 2017",North East,12.815222
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Odisha,34.938212
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Punjab,37.638
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Rajasthan,68.43968
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Tamil Nadu,92.292222
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Uttar Pradesh (East),106.676693
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Uttar Pradesh (West),67.751894
India,"Calendar Year (Jan - Dec), 2017","May, 2017",West Bengal,59.175638
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Kolkata,30.259384
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Delhi,57.407166
India,"Calendar Year (Jan - Dec), 2017","May, 2017",Mumbai,39.611621
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Andhra Pradesh,87.005489
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Assam,22.064486
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Bihar,85.272222
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Gujarat,73.477108
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Haryana,25.387715
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Himachal Pradesh,10.586867
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Jammu & Kashmir,12.144037
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Karnataka,71.303679
India,"Calendar Year (Jan - Dec), 2017","April, 2017",Kerala,41.419026
